circuit_name,shots,optimization_level,noise_rate,num_qubits,depth,count_1q,count_2q,runtime,tvd,top_state,success_probability,n_qubits_config,depth_config
GHZ,1024,2,0.01,5,6,1,4,0.005996227264404297,0.04589843749999989,00000,,5,
GHZ,1024,2,0.05,5,6,1,4,0.004358768463134766,0.2333984374999999,11111,,5,
GHZ,1024,3,0.0,5,6,1,4,0.0053844451904296875,0.0087890625,00000,,5,
GHZ,1024,3,0.001,5,6,1,4,0.004862308502197266,0.0185546875,11111,,5,
GHZ,1024,3,0.01,5,6,1,4,0.0036809444427490234,0.04394531249999989,11111,,5,
GHZ,1024,3,0.05,5,6,1,4,0.01596522331237793,0.2402343749999999,00000,,5,
GHZ,4096,0,0.0,5,6,1,4,0.019149303436279297,0.01171875,00000,,5,
GHZ,4096,0,0.001,5,6,1,4,0.0156404972076416,0.005615234374999889,11111,,5,
GHZ,4096,0,0.01,5,6,1,4,0.009619712829589844,0.05493164062499989,11111,,5,
GHZ,4096,0,0.05,5,6,1,4,0.023115873336791992,0.2524414062499999,11111,,5,
GHZ,4096,1,0.0,5,6,1,4,0.020967721939086914,0.001220703125,11111,,5,
GHZ,4096,1,0.001,5,6,1,4,0.015012264251708984,0.004394531249999889,11111,,5,
GHZ,4096,1,0.01,5,6,1,4,0.015207052230834961,0.05224609374999989,00000,,5,
GHZ,4096,2,0.0,5,6,1,4,0.019744396209716797,0.00732421875,00000,,5,
GHZ,4096,1,0.05,5,6,1,4,0.014299631118774414,0.2448730468749999,00000,,5,
GHZ,4096,2,0.001,5,6,1,4,0.015034198760986328,0.0126953125,11111,,5,
GHZ,4096,2,0.05,5,6,1,4,0.011804580688476562,0.2480468749999999,11111,,5,
GHZ,4096,2,0.01,5,6,1,4,0.014279842376708984,0.05346679687499989,11111,,5,
GHZ,4096,3,0.0,5,6,1,4,0.02083873748779297,0.000732421875,00000,,5,
GHZ,4096,3,0.001,5,6,1,4,0.014290332794189453,0.005859374999999889,11111,,5,
GHZ,4096,3,0.01,5,6,1,4,0.0149078369140625,0.05126953124999989,11111,,5,
GHZ,4096,3,0.05,5,6,1,4,0.016730308532714844,0.2470703124999999,11111,,5,
Grover,128,0,0.0,2,8,10,2,0.0011289119720458984,4.440892098500626e-16,11,1.0,2,
Grover,128,0,0.001,2,8,10,2,0.02773761749267578,0.007812499999999556,11,0.9921875,2,
Grover,128,0,0.05,2,8,10,2,0.002416372299194336,0.32812499999999956,11,0.671875,2,
Grover,128,0,0.01,2,8,10,2,0.0022928714752197266,0.07812499999999956,11,0.921875,2,
Grover,128,1,0.0,2,6,6,2,0.0012035369873046875,4.440892098500626e-16,11,1.0,2,
Grover,128,1,0.05,2,6,6,2,0.002094745635986328,0.14062499999999956,11,0.859375,2,
Grover,128,1,0.001,2,6,6,2,0.0023169517517089844,0.007812499999999556,11,0.9921875,2,
Grover,128,1,0.01,2,6,6,2,0.002472400665283203,0.046874999999999556,11,0.953125,2,
Grover,128,2,0.0,2,6,6,2,0.0017168521881103516,4.440892098500626e-16,11,1.0,2,
Grover,128,2,0.001,2,6,6,2,0.0023567676544189453,4.440892098500626e-16,11,1.0,2,
Grover,128,2,0.01,2,6,6,2,0.002936840057373047,0.023437499999999556,11,0.9765625,2,
Grover,128,2,0.05,2,6,6,2,0.0025141239166259766,0.13281249999999956,11,0.8671875,2,
Grover,128,3,0.0,2,6,6,2,0.0009887218475341797,4.440892098500626e-16,11,1.0,2,
Grover,128,3,0.05,2,6,6,2,0.002111196517944336,0.21874999999999956,11,0.78125,2,
Grover,128,3,0.001,2,6,6,2,0.0020842552185058594,0.007812499999999556,11,0.9921875,2,
Grover,512,0,0.0,2,8,10,2,0.0021643638610839844,4.440892098500626e-16,11,1.0,2,
Grover,128,3,0.01,2,6,6,2,0.001943826675415039,0.039062499999999556,11,0.9609375,2,
Grover,512,0,0.001,2,8,10,2,0.0027132034301757812,0.013671874999999556,11,0.986328125,2,
Grover,512,0,0.01,2,8,10,2,0.003380298614501953,0.09179687499999956,11,0.908203125,2,
Grover,512,0,0.05,2,8,10,2,0.003278493881225586,0.33398437499999956,11,0.666015625,2,
Grover,512,1,0.0,2,6,6,2,0.0023946762084960938,4.440892098500626e-16,11,1.0,2,
Grover,512,1,0.001,2,6,6,2,0.003325939178466797,0.001953124999999556,11,0.998046875,2,
Grover,512,1,0.01,2,6,6,2,0.0039033889770507812,0.056640624999999556,11,0.943359375,2,
Grover,512,1,0.05,2,6,6,2,0.0031461715698242188,0.15039062499999956,11,0.849609375,2,
Grover,512,2,0.0,2,6,6,2,0.0028781890869140625,4.440892098500626e-16,11,1.0,2,
Grover,512,2,0.001,2,6,6,2,0.003185749053955078,0.003906249999999556,11,0.99609375,2,
Grover,512,2,0.01,2,6,6,2,0.004006624221801758,0.042968749999999556,11,0.95703125,2,
Grover,512,3,0.0,2,6,6,2,0.0020699501037597656,4.440892098500626e-16,11,1.0,2,
Grover,512,2,0.05,2,6,6,2,0.0040361881256103516,0.17187499999999956,11,0.828125,2,
Grover,512,3,0.01,2,6,6,2,0.003639698028564453,0.033203124999999556,11,0.966796875,2,
Grover,512,3,0.001,2,6,6,2,0.00400996208190918,4.440892098500626e-16,11,1.0,2,
Grover,512,3,0.05,2,6,6,2,0.003098726272583008,0.19140624999999956,11,0.80859375,2,
Grover,1024,0,0.0,2,8,10,2,0.003454923629760742,4.440892098500626e-16,11,1.0,2,
Grover,1024,0,0.001,2,8,10,2,0.0039174556732177734,0.014648437499999556,11,0.9853515625,2,
Grover,1024,0,0.01,2,8,10,2,0.004376411437988281,0.07226562499999956,11,0.927734375,2,
Grover,1024,0,0.05,2,8,10,2,0.005457162857055664,0.37011718749999956,11,0.6298828125,2,
Grover,1024,1,0.0,2,6,6,2,0.004095792770385742,4.440892098500626e-16,11,1.0,2,
Grover,1024,1,0.001,2,6,6,2,0.0042705535888671875,0.004882812499999556,11,0.9951171875,2,
Grover,1024,1,0.01,2,6,6,2,0.004138946533203125,0.046874999999999556,11,0.953125,2,
Grover,1024,1,0.05,2,6,6,2,0.0034105777740478516,0.18359374999999956,11,0.81640625,2,
Grover,1024,2,0.0,2,6,6,2,0.003405332565307617,4.440892098500626e-16,11,1.0,2,
Grover,1024,2,0.001,2,6,6,2,0.004076242446899414,0.001953124999999556,11,0.998046875,2,
Grover,1024,2,0.01,2,6,6,2,0.0039997100830078125,0.038085937499999556,11,0.9619140625,2,
Grover,1024,2,0.05,2,6,6,2,0.0035305023193359375,0.17675781249999956,11,0.8232421875,2,
Grover,1024,3,0.0,2,6,6,2,0.0032074451446533203,4.440892098500626e-16,11,1.0,2,
Grover,1024,3,0.001,2,6,6,2,0.0046100616455078125,0.003906249999999556,11,0.99609375,2,
Grover,1024,3,0.01,2,6,6,2,0.00431513786315918,0.041015624999999556,11,0.958984375,2,
Grover,1024,3,0.05,2,6,6,2,0.004148960113525391,0.17089843749999956,11,0.8291015625,2,
Grover,4096,0,0.0,2,8,10,2,0.01744532585144043,4.440892098500626e-16,11,1.0,2,
Grover,4096,0,0.001,2,8,10,2,0.015532970428466797,0.010742187499999556,11,0.9892578125,2,
Grover,4096,0,0.01,2,8,10,2,0.01225900650024414,0.07519531249999956,11,0.9248046875,2,
Grover,4096,0,0.05,2,8,10,2,0.010670900344848633,0.34716796874999956,11,0.65283203125,2,
Grover,4096,1,0.0,2,6,6,2,0.014519214630126953,4.440892098500626e-16,11,1.0,2,
Grover,4096,1,0.001,2,6,6,2,0.013013124465942383,0.004150390624999556,11,0.995849609375,2,
Grover,4096,1,0.01,2,6,6,2,0.015085220336914062,0.041992187499999556,11,0.9580078125,2,
Grover,4096,1,0.05,2,6,6,2,0.011699438095092773,0.18286132812499956,11,0.817138671875,2,
Grover,4096,2,0.0,2,6,6,2,0.014658212661743164,4.440892098500626e-16,11,1.0,2,
Grover,4096,2,0.01,2,6,6,2,0.010685920715332031,0.038330078124999556,11,0.961669921875,2,
Grover,4096,2,0.001,2,6,6,2,0.01834845542907715,0.003662109374999556,11,0.996337890625,2,
Grover,4096,2,0.05,2,6,6,2,0.010674238204956055,0.18579101562499956,11,0.814208984375,2,
Grover,4096,3,0.0,2,6,6,2,0.00974130630493164,4.440892098500626e-16,11,1.0,2,
Grover,4096,3,0.001,2,6,6,2,0.011165142059326172,0.005371093749999556,11,0.99462890625,2,
Grover,4096,3,0.01,2,6,6,2,0.011912107467651367,0.041259765624999556,11,0.958740234375,2,
Grover,4096,3,0.05,2,6,6,2,0.015120983123779297,0.19604492187499956,11,0.803955078125,2,
Grover,128,0,0.0,3,12,23,0,0.0029828548431396484,0.08593750000000079,101,0.796875,3,
Grover,128,0,0.001,3,12,23,0,0.0023186206817626953,0.03124999999999934,101,0.7734375,3,
Grover,128,0,0.01,3,12,23,0,0.0028443336486816406,0.07031249999999935,101,0.7265625,3,
Grover,128,0,0.05,3,12,23,0,0.0029006004333496094,0.2734374999999994,101,0.5078125,3,
Grover,128,1,0.0,3,8,15,0,0.0020868778228759766,0.046875000000000736,101,0.8125,3,
Grover,128,1,0.05,3,8,15,0,0.009017705917358398,0.20312499999999933,101,0.5859375,3,
Grover,128,1,0.001,3,8,15,0,0.02817392349243164,0.03906249999999928,101,0.7578125,3,
Grover,128,1,0.01,3,8,15,0,0.009700298309326172,0.05468749999999906,101,0.7734375,3,
Grover,128,2,0.0,3,8,15,0,0.0015642642974853516,0.07031249999999926,101,0.7265625,3,
Grover,128,2,0.001,3,8,15,0,0.0025653839111328125,0.04687500000000086,101,0.8203125,3,
Grover,128,3,0.0,3,8,15,0,0.0015058517456054688,0.03906250000000093,101,0.8046875,3,
Grover,128,2,0.05,3,8,15,0,0.0021753311157226562,0.10937499999999935,101,0.6875,3,
Grover,128,2,0.01,3,8,15,0,0.002165555953979492,0.03906250000000093,101,0.796875,3,
Grover,128,3,0.001,3,8,15,0,0.0023136138916015625,0.09374999999999935,101,0.6953125,3,
Grover,128,3,0.01,3,8,15,0,0.003283262252807617,0.1249999999999992,101,0.6953125,3,
Grover,512,0,0.0,3,12,23,0,0.0027008056640625,0.03320312500000066,101,0.814453125,3,
Grover,128,3,0.05,3,8,15,0,0.0024454593658447266,0.1796874999999994,101,0.6015625,3,
Grover,512,0,0.05,3,12,23,0,0.0030138492584228516,0.3281249999999995,101,0.453125,3,
Grover,512,0,0.001,3,12,23,0,0.003449678421020508,0.03320312499999907,101,0.77734375,3,
Grover,512,1,0.0,3,8,15,0,0.0023233890533447266,0.03124999999999928,101,0.7734375,3,
Grover,512,0,0.01,3,12,23,0,0.0034742355346679688,0.052734374999999334,101,0.73046875,3,
Grover,512,1,0.001,3,8,15,0,0.003075838088989258,0.02734375000000093,101,0.78515625,3,
Grover,512,1,0.01,3,8,15,0,0.0035963058471679688,0.02148437500000086,101,0.783203125,3,
Grover,512,2,0.0,3,8,15,0,0.0020508766174316406,0.02343750000000079,101,0.78125,3,
Grover,512,1,0.05,3,8,15,0,0.0029752254486083984,0.12304687499999935,101,0.6640625,3,
Grover,512,2,0.001,3,8,15,0,0.003086566925048828,0.01953124999999921,101,0.77734375,3,
Grover,512,2,0.01,3,8,15,0,0.004064083099365234,0.041015624999999264,101,0.748046875,3,
Grover,512,3,0.0,3,8,15,0,0.001705169677734375,0.03515624999999914,101,0.76171875,3,
Grover,512,2,0.05,3,8,15,0,0.0033707618713378906,0.14453124999999936,101,0.63671875,3,
Grover,512,3,0.01,3,8,15,0,0.0027289390563964844,0.023437499999999216,101,0.7734375,3,
Grover,512,3,0.05,3,8,15,0,0.003371715545654297,0.12890624999999942,101,0.65234375,3,
Grover,512,3,0.001,3,8,15,0,0.0032701492309570312,0.02148437500000079,101,0.79296875,3,
Grover,1024,0,0.0,3,12,23,0,0.0026459693908691406,0.01855468750000086,101,0.787109375,3,
Grover,1024,0,0.001,3,12,23,0,0.004819631576538086,0.020507812499999195,101,0.7763671875,3,
Grover,1024,0,0.01,3,12,23,0,0.0043070316314697266,0.08984374999999929,101,0.6962890625,3,
Grover,1024,0,0.05,3,12,23,0,0.0069849491119384766,0.3320312499999995,101,0.44921875,3,
Grover,1024,1,0.0,3,8,15,0,0.0048961639404296875,0.0068359375000007876,101,0.7822265625,3,
Grover,1024,1,0.001,3,8,15,0,0.005401611328125,0.017578124999999285,101,0.7724609375,3,
Grover,1024,1,0.01,3,8,15,0,0.0040950775146484375,0.046874999999999334,101,0.7353515625,3,
Grover,1024,2,0.0,3,8,15,0,0.003452777862548828,0.02050781250000066,101,0.796875,3,
Grover,1024,1,0.05,3,8,15,0,0.00422978401184082,0.1503906249999994,101,0.630859375,3,
Grover,1024,2,0.001,3,8,15,0,0.004005908966064453,0.027343750000000805,101,0.7919921875,3,
Grover,1024,2,0.05,3,8,15,0,0.004109859466552734,0.14550781249999936,101,0.6357421875,3,
Grover,1024,2,0.01,3,8,15,0,0.005704164505004883,0.014648437500000732,101,0.78125,3,
Grover,1024,3,0.0,3,8,15,0,0.0034170150756835938,0.01660156250000093,101,0.7890625,3,
Grover,1024,3,0.001,3,8,15,0,0.004395246505737305,0.020507812500000736,101,0.7919921875,3,
Grover,1024,3,0.01,3,8,15,0,0.004515171051025391,0.025390624999999403,101,0.755859375,3,
Grover,1024,3,0.05,3,8,15,0,0.004472494125366211,0.14550781249999942,101,0.6357421875,3,
Grover,4096,0,0.0,3,12,23,0,0.014840841293334961,0.005859375000000878,101,0.781982421875,3,
Grover,4096,0,0.001,3,12,23,0,0.01249551773071289,0.012451171875000788,101,0.788818359375,3,
Grover,4096,0,0.05,3,12,23,0,0.012951850891113281,0.32348632812499944,101,0.457763671875,3,
Grover,4096,0,0.01,3,12,23,0,0.011928081512451172,0.09228515624999943,101,0.68896484375,3,
Grover,4096,1,0.0,3,8,15,0,0.01002645492553711,0.007080078124999195,101,0.779296875,3,
Grover,4096,1,0.001,3,8,15,0,0.0068356990814208984,0.015136718749999268,101,0.769287109375,3,
Grover,4096,1,0.01,3,8,15,0,0.010744810104370117,0.0319824218749994,101,0.749267578125,3,
Grover,4096,1,0.05,3,8,15,0,0.014832019805908203,0.12988281249999944,101,0.6513671875,3,
Grover,4096,2,0.0,3,8,15,0,0.009810924530029297,0.01489257812499934,101,0.769287109375,3,
Grover,4096,2,0.001,3,8,15,0,0.012394428253173828,0.015869140624999414,101,0.765380859375,3,
Grover,4096,2,0.01,3,8,15,0,0.011627674102783203,0.030273437499999403,101,0.7509765625,3,
Grover,4096,2,0.05,3,8,15,0,0.014161109924316406,0.13256835937499942,101,0.648681640625,3,
Grover,4096,3,0.0,3,8,15,0,0.01227569580078125,0.010742187499999212,101,0.777587890625,3,
Grover,4096,3,0.001,3,8,15,0,0.01240396499633789,0.0073242187500007876,101,0.78662109375,3,
Grover,4096,3,0.05,3,8,15,0,0.015220880508422852,0.1481933593749994,101,0.633056640625,3,
Grover,4096,3,0.01,3,8,15,0,0.01326751708984375,0.030273437499999403,101,0.7509765625,3,
Grover,128,0,0.0,4,12,30,0,0.0013020038604736328,0.156249999999999,1001,0.4296875,4,
Grover,128,0,0.001,4,12,30,0,0.0164337158203125,0.13281250000000097,1001,0.484375,4,
Grover,128,0,0.05,4,12,30,0,0.016165733337402344,0.23046874999999956,1001,0.2890625,4,
Grover,128,0,0.01,4,12,30,0,0.016613006591796875,0.12499999999999938,1001,0.4296875,4,
Grover,128,1,0.0,4,8,20,0,0.0012772083282470703,0.17187499999999903,1001,0.4140625,4,
Grover,128,1,0.001,4,8,20,0,0.01262664794921875,0.1523437500000008,1001,0.546875,4,
Grover,128,1,0.01,4,8,20,0,0.011699438095092773,0.11718749999999883,1001,0.4453125,4,
Grover,128,1,0.05,4,8,20,0,0.013408899307250977,0.1874999999999993,1001,0.3359375,4,
Grover,128,2,0.0,4,8,20,0,0.0015316009521484375,0.10156250000000061,1001,0.515625,4,
Grover,128,2,0.001,4,8,20,0,0.011029481887817383,0.13671874999999886,1001,0.421875,4,
Grover,128,2,0.01,4,8,20,0,0.012709856033325195,0.11718749999999903,1001,0.4375,4,
Grover,128,2,0.05,4,8,20,0,0.014523506164550781,0.16015624999999956,1001,0.3515625,4,
Grover,128,3,0.0,4,8,20,0,0.001756429672241211,0.09375000000000092,1001,0.4921875,4,
Grover,128,3,0.001,4,8,20,0,0.012201070785522461,0.11718749999999908,1001,0.4609375,4,
Grover,128,3,0.01,4,8,20,0,0.013007879257202148,0.14453124999999897,1001,0.4140625,4,
Grover,128,3,0.05,4,8,20,0,0.012719154357910156,0.12109374999999893,1001,0.4453125,4,
Grover,512,0,0.0,4,12,30,0,0.002242565155029297,0.058593750000000965,1001,0.48046875,4,
Grover,512,0,0.001,4,12,30,0,0.057508230209350586,0.05468749999999963,1001,0.43359375,4,
Grover,512,0,0.01,4,12,30,0,0.06143665313720703,0.11132812499999922,1001,0.3984375,4,
Grover,512,0,0.05,4,12,30,0,0.06565356254577637,0.24023437500000008,1001,0.232421875,4,
Grover,512,1,0.0,4,8,20,0,0.0021789073944091797,0.054687499999999396,1001,0.453125,4,
Grover,512,1,0.001,4,8,20,0,0.04432511329650879,0.07812499999999897,1001,0.4453125,4,
Grover,512,1,0.01,4,8,20,0,0.043538570404052734,0.06249999999999892,1001,0.44921875,4,
Grover,512,1,0.05,4,8,20,0,0.04800128936767578,0.14062499999999967,1001,0.349609375,4,
Grover,512,2,0.0,4,8,20,0,0.002454519271850586,0.031250000000001416,1001,0.474609375,4,
Grover,512,2,0.001,4,8,20,0,0.045114755630493164,0.05664062500000124,1001,0.4765625,4,
Grover,512,2,0.01,4,8,20,0,0.04325270652770996,0.06640624999999954,1001,0.421875,4,
Grover,512,3,0.0,4,8,20,0,0.002839326858520508,0.060546874999999174,1001,0.44921875,4,
Grover,512,2,0.05,4,8,20,0,0.0451970100402832,0.13281249999999972,1001,0.349609375,4,
Grover,512,3,0.001,4,8,20,0,0.045044660568237305,0.08007812500000061,1001,0.5,4,
Grover,512,3,0.01,4,8,20,0,0.04235267639160156,0.05664062499999903,1001,0.46484375,4,
Grover,1024,0,0.0,4,12,30,0,0.003030061721801758,0.04394531250000083,1001,0.490234375,4,
Grover,512,3,0.05,4,8,20,0,0.0447843074798584,0.12695312499999925,1001,0.384765625,4,
Grover,1024,0,0.001,4,12,30,0,0.08965229988098145,0.04687499999999905,1001,0.462890625,4,
Grover,1024,0,0.01,4,12,30,0,0.11293220520019531,0.09765624999999978,1001,0.384765625,4,
Grover,1024,1,0.0,4,8,20,0,0.002748727798461914,0.023437499999999105,1001,0.466796875,4,
Grover,1024,0,0.05,4,12,30,0,0.10071229934692383,0.24218750000000008,1001,0.23046875,4,
Grover,1024,1,0.001,4,8,20,0,0.08995628356933594,0.03222656250000123,1001,0.48046875,4,
Grover,1024,1,0.01,4,8,20,0,0.08629584312438965,0.04003906249999921,1001,0.4580078125,4,
Grover,1024,1,0.05,4,8,20,0,0.06236743927001953,0.1035156249999998,1001,0.375,4,
Grover,1024,2,0.0,4,8,20,0,0.0025298595428466797,0.05957031250000057,1001,0.501953125,4,
Grover,1024,2,0.001,4,8,20,0,0.09071779251098633,0.05078125000000113,1001,0.4765625,4,
Grover,1024,2,0.01,4,8,20,0,0.10186600685119629,0.05273437499999953,1001,0.43359375,4,
Grover,1024,3,0.0,4,8,20,0,0.012794017791748047,0.04296875000000061,1001,0.49609375,4,
Grover,1024,2,0.05,4,8,20,0,0.06951165199279785,0.10156249999999978,1001,0.376953125,4,
Grover,1024,3,0.001,4,8,20,0,0.0928184986114502,0.047851562499999244,1001,0.455078125,4,
Grover,1024,3,0.05,4,8,20,0,0.1082468032836914,0.1132812500000001,1001,0.359375,4,
Grover,4096,0,0.0,4,12,30,0,0.01330423355102539,0.012207031249999375,1001,0.468017578125,4,
Grover,1024,3,0.01,4,8,20,0,0.06436300277709961,0.04199218749999925,1001,0.45703125,4,
Grover,4096,0,0.001,4,12,30,0,0.4270181655883789,0.019042968750000895,1001,0.48095703125,4,
Grover,4096,1,0.0,4,8,20,0,0.12200546264648438,0.02416992187499925,1001,0.46533203125,4,
Grover,4096,0,0.01,4,12,30,0,0.3172578811645508,0.08007812499999982,1001,0.396240234375,4,
Grover,4096,0,0.05,4,12,30,0,0.31952476501464844,0.24121093750000017,1001,0.2314453125,4,
Grover,4096,1,0.001,4,8,20,0,0.28232431411743164,0.016601562499999063,1001,0.470458984375,4,
Grover,4096,1,0.01,4,8,20,0,0.2580530643463135,0.048339843749999806,1001,0.427001953125,4,
Grover,4096,2,0.0,4,8,20,0,0.03454136848449707,0.017089843749999396,1001,0.466064453125,4,
Grover,4096,1,0.05,4,8,20,0,0.24030685424804688,0.1125488281250001,1001,0.360107421875,4,
Grover,4096,2,0.001,4,8,20,0,0.31023526191711426,0.01733398437499921,1001,0.464599609375,4,
Grover,4096,2,0.05,4,8,20,0,0.2034604549407959,0.09790039062499978,1001,0.378173828125,4,
Grover,4096,3,0.0,4,8,20,0,0.04937601089477539,0.020263671874998897,1001,0.470703125,4,
Grover,4096,2,0.01,4,8,20,0,0.24321269989013672,0.02734374999999952,1001,0.451416015625,4,
Parameterized,128,0,0.0,2,3,2,1,0.006891012191772461,0.015625,01,,2,
Grover,4096,3,0.01,4,8,20,0,0.22665143013000488,0.03247070312499967,1001,0.447998046875,4,
Grover,4096,3,0.001,4,8,20,0,0.35800909996032715,0.018798828124999126,1001,0.47119140625,4,
Grover,4096,3,0.05,4,8,20,0,0.19196796417236328,0.09326171874999996,1001,0.381103515625,4,
Parameterized,128,0,0.05,2,3,2,1,0.0018792152404785156,0.08593750000000011,01,,2,
Parameterized,128,0,0.001,2,3,2,1,0.0025043487548828125,0.09375,11,,2,
Parameterized,128,0,0.01,2,3,2,1,0.002085447311401367,0.0390625,01,,2,
Parameterized,128,1,0.0,2,3,2,1,0.0012385845184326172,0.046875,01,,2,
Parameterized,128,1,0.01,2,3,2,1,0.0018720626831054688,0.0234375,01,,2,
Parameterized,128,1,0.001,2,3,2,1,0.002122640609741211,0.0546875,01,,2,
Parameterized,128,2,0.0,2,3,2,1,0.0012874603271484375,0.015625,11,,2,
Parameterized,128,1,0.05,2,3,2,1,0.0017461776733398438,0.05468750000000011,01,,2,
Parameterized,128,2,0.01,2,3,2,1,0.002469778060913086,0.02343750000000011,11,,2,
Parameterized,128,2,0.001,2,3,2,1,0.0031936168670654297,0.09375,01,,2,
Parameterized,128,3,0.0,2,3,2,1,0.0012257099151611328,0.046875,01,,2,
Parameterized,128,2,0.05,2,3,2,1,0.0028617382049560547,0.07812500000000011,01,,2,
Parameterized,128,3,0.05,2,3,2,1,0.0019626617431640625,0.078125,01,,2,
Parameterized,128,3,0.01,2,3,2,1,0.0025551319122314453,0.0390625,01,,2,
Parameterized,128,3,0.001,2,3,2,1,0.0022957324981689453,0.0546875,11,,2,
Parameterized,512,0,0.0,2,3,2,1,0.0019774436950683594,0.041015625,11,,2,
Parameterized,512,0,0.05,2,3,2,1,0.0030455589294433594,0.08593750000000011,11,,2,
Parameterized,512,0,0.001,2,3,2,1,0.0033118724822998047,0.0390625,11,,2,
Parameterized,512,0,0.01,2,3,2,1,0.002611875534057617,0.02539062500000011,01,,2,
Parameterized,512,1,0.0,2,3,2,1,0.0018467903137207031,0.013671875,01,,2,
Parameterized,512,1,0.001,2,3,2,1,0.003591775894165039,0.03125,11,,2,
Parameterized,512,1,0.05,2,3,2,1,0.0029087066650390625,0.07812500000000011,01,,2,
Parameterized,512,1,0.01,2,3,2,1,0.0034742355346679688,0.04296875,11,,2,
Parameterized,512,2,0.0,2,3,2,1,0.0023164749145507812,0.0078125,11,,2,
Parameterized,512,2,0.001,2,3,2,1,0.002923727035522461,0.015625,01,,2,
Parameterized,512,2,0.05,2,3,2,1,0.0028781890869140625,0.09375000000000011,11,,2,
